agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Paul Langsam,Raine & Horne Double Bay,Auction,"5/41 Francis Street,",BONDI BEACH,NSW,2026,2,2,1,0,,"Picture of 5/41 Francis Street, BONDI BEACH NSW 2026",Apartment / Unit / Flat
Ric Serrao,Raine & Horne Double Bay,Auction,"3 Oakley Road,",NORTH BONDI,NSW,2026,5,3,3,0,NEW,"Picture of 3 Oakley Road, NORTH BONDI NSW 2026",House
Edward Brown,Belle Property Bondi Junction,Auction 8th March,"21/61 Curlewis Street,",BONDI BEACH,NSW,2026,1,1,1,0,NEW,Edward Brown,Apartment / Unit / Flat
Josh McRae,Ray White Double Bay,Auction,"1/11A-17 Wairoa Avenue,",NORTH BONDI,NSW,2026,2,2,2,"2,927m²",NEW,Josh McRae,Apartment / Unit / Flat
Nic Krasnostein,Ray White Double Bay,Auction,"208/152-162 Campbell Parade,",BONDI BEACH,NSW,2026,1,1,1,0,NEW,Nic Krasnostein,Apartment / Unit / Flat
Ric Serrao,Raine & Horne Double Bay,Auction,"53 & 55 Knowles Avenue,",NORTH BONDI,NSW,2026,4,2,2,0,NEW,Ric Serrao,House
CBRE Sales,CBRE Residential Projects,Contact Agent,"135-155 Curlewis Street,",BONDI BEACH,NSW,2026,3,4,2,0,NEW,CBRE Sales,New apartments / off the plan
MATTHEW ETTIA,TRG,Auction 8th March 2025,"4/8 Wairoa Avenue,",NORTH BONDI,NSW,2026,2,2,2,0,NEW,MATTHEW ETTIA,Apartment / Unit / Flat
Hannan Bouskila,Raine & Horne Double Bay,Auction,"8/5-7 Rockley Street,",BONDI,NSW,2026,2,1,1,0,NEW,Hannan Bouskila,Apartment / Unit / Flat
Ron Danieli,Ron Danieli Real Estate,"$659,500","Unit 10/240 Campbell Pde,",BONDI BEACH,NSW,2026,0,1,0,0,NEW,Ron Danieli,Studio
Conrad Panebianco,PPD Real Estate,Auction,"101 O'Donnell Street,",NORTH BONDI,NSW,2026,2,1,0,215m²,NEW,Conrad Panebianco,House
Hannan Bouskila,Raine & Horne Double Bay,Auction,"7/6-8 Ocean Street North,",BONDI,NSW,2026,2,1,1,0,NEW,Hannan Bouskila,Apartment / Unit / Flat
Graham Berman,Ray White Double Bay,Auction,"2/15 Sir Thomas Mitchell Road,",BONDI BEACH,NSW,2026,2,1,0,0,NEW,Graham Berman,Apartment / Unit / Flat
Ben Fraser,McGrath Double Bay,"Guide $2,750,000","3/151 Blair Street,",NORTH BONDI,NSW,2026,3,2,2,0,NEW,Ben Fraser,Apartment / Unit / Flat
Nicholas Wise,Sydney Sotheby's International Realty,"Auction Guide $1,000,000","11/38a Flood Street,",BONDI,NSW,2026,2,1,0,0,NEW,Nicholas Wise,Apartment / Unit / Flat
Alexander Phillips,PPD Real Estate,Auction 8 March,"40 Sir Thomas Mitchell Road,",BONDI BEACH,NSW,2026,5,4,2,0,NEW,Alexander Phillips,House
Ian Wallace,Richardson & Wrench Bondi Beach,Auction | Ian Wallace 0416 251 073,"3/310 Bondi Road,",BONDI,NSW,2026,4,3,2,0,NEW,Ian Wallace,Apartment / Unit / Flat
Joshua Allen,JT Allen Real Estate,Auction,"7A Stewart Street,",NORTH BONDI,NSW,2026,4,2,2,0,NEW,Joshua Allen,House
Simon Exleton,Pillinger,March 1st Auction,"43/20 Illawong Avenue,",TAMARAMA,NSW,2026,1,1,1,0,NEW,Simon Exleton,Apartment / Unit / Flat
Ric Serrao,Raine & Horne Double Bay,Auction,"1/8 Hastings Parade,",NORTH BONDI,NSW,2026,3,2,1,0,,Ric Serrao,Apartment / Unit / Flat
Hannan Bouskila,Raine & Horne Double Bay,Auction,"7/9A Bennett Street,",BONDI,NSW,2026,2,1,1,0,,Hannan Bouskila,Apartment / Unit / Flat
,,"$1,770,000","6/228 Campbell Parade,",BONDI BEACH,NSW,2026,2,1,0,0,SOLD,"Picture of 6/228 Campbell Parade, BONDI BEACH NSW 2026",Apartment / Unit / Flat
,,"$7,500,000","19 Macleay Street,",NORTH BONDI,NSW,2026,5,4,2,635m²,SOLD,"Picture of 19 Macleay Street, NORTH BONDI NSW 2026",House
,,"$2,260,000","4/30-34 Penkivil Street,",BONDI,NSW,2026,3,2,1,0,SOLD,"Picture of 4/30-34 Penkivil Street, BONDI NSW 2026",Apartment / Unit / Flat
Doreen Wilson,PPD Real Estate,Contact Agent,"8 Glasgow Avenue,",BONDI BEACH,NSW,2026,4,3,3,0,,"Picture of 8 Glasgow Avenue, BONDI BEACH NSW 2026",House
Rod Marr,Mosman First National,Inspect Thurs 5:30pm to 6pm,"2/64-66 Campbell Parade,",BONDI BEACH,NSW,2026,2,1,0,0,UPDATED,"Picture of 2/64-66 Campbell Parade, BONDI BEACH NSW 2026",Apartment / Unit / Flat
David Malouf,Highland Double Bay,Auction,"1/2 Wallis Parade,",NORTH BONDI,NSW,2026,3,2,2,0,UPDATED,David Malouf,Apartment / Unit / Flat
Augusto Gerocarni,Ray White Eastern Beaches,"Buyers Guide $5,800,000","7 Park Parade,",BONDI,NSW,2026,10,6,4,507m²,UPDATED,Augusto Gerocarni,House
